l0x,l0y,l0z,l1x,l1y,l1z,l2x,l2y,l2z,l3x,l3y,l3z,l4x,l4y,l4z,l5x,l5y,l5z,l6x,l6y,l6z,l7x,l7y,l7z,l8x,l8y,l8z,l9x,l9y,l9z,l10x,l10y,l10z,l11x,l11y,l11z,l12x,l12y,l12z,l13x,l13y,l13z,l14x,l14y,l14z,l15x,l15y,l15z,l16x,l16y,l16z,l17x,l17y,l17z,l18x,l18y,l18z,l19x,l19y,l19z,l20x,l20y,l20z,label
0.0,0.0,0.0,-0.22511354,-0.06239188,-0.17319916,-0.42660066,-0.10769427,-0.32471594,-0.5350052,-0.08422764,-0.45762327,-0.52058625,-0.045687176,-0.5753998,-0.47901678,-0.8271114,-0.29398924,-0.5295765,-0.48589957,-0.50423884,-0.49712402,-0.12239748,-0.62284434,-0.47010514,0.14866431,-0.6798224,-0.24223524,-0.87105393,-0.3037716,-0.30207306,-0.4285069,-0.5282592,-0.29414105,-0.023597047,-0.5948239,-0.28127646,0.21119432,-0.60443264,-0.017607259,-0.7864844,-0.32990783,-0.060905837,-0.31777444,-0.5194877,-0.096747145,0.0019453085,-0.5121766,-0.12487731,0.15589066,-0.47207025,0.17145287,-0.6339487,-0.37134042,0.15607004,-0.27283353,-0.4909197,0.10803679,-0.049876753,-0.47822252,0.06387457,0.021082424,-0.4420642,N
0.0,0.0,0.0,-0.2147684,-0.052814234,-0.15317808,-0.41212848,-0.13216382,-0.27705556,-0.52967566,-0.12581936,-0.3861675,-0.5565575,-0.094548136,-0.48080748,-0.45012003,-0.8589824,-0.24401078,-0.55083144,-0.50830436,-0.43552828,-0.53898466,-0.13516359,-0.5426269,-0.5234805,0.11799173,-0.59200305,-0.2201807,-0.89004093,-0.25499982,-0.33687833,-0.420501,-0.45488366,-0.34687468,-0.019943781,-0.50188196,-0.34152296,0.18109757,-0.49586016,-0.004102502,-0.7877503,-0.28436455,-0.08736147,-0.28234804,-0.44838977,-0.09446424,-0.0069256173,-0.42414483,-0.0841255,0.061051425,-0.37382454,0.17822985,-0.6239631,-0.32906368,0.113471046,-0.22513351,-0.42635348,0.0923158,-0.034702346,-0.40308622,0.09233557,-0.036293976,-0.35982448,N
0.0,0.0,0.0,-0.20798837,-0.040516105,-0.19600928,-0.40692836,-0.06594326,-0.35921314,-0.5240302,-0.056778792,-0.49663237,-0.53657085,-0.042718813,-0.61522233,-0.4657337,-0.8177,-0.33831748,-0.48106208,-0.40874124,-0.55576307,-0.43771324,-0.0047866604,-0.6781426,-0.406175,0.30079955,-0.73656785,-0.20499101,-0.86139464,-0.3375911,-0.23426433,-0.36057705,-0.56335783,-0.23125866,0.07078327,-0.6322021,-0.22783233,0.332963,-0.64856565,0.03499297,-0.77589494,-0.35172352,0.019602144,-0.26642752,-0.54577196,-0.04353089,0.066984296,-0.541142,-0.10331857,0.23834857,-0.5064886,0.23170236,-0.61720926,-0.38193858,0.23939282,-0.25508767,-0.5102692,0.16914843,-0.019420372,-0.49969128,0.095337495,0.07317312,-0.4661553,N
0.0,0.0,0.0,-0.18231949,0.054481782,-0.2656836,-0.36287546,0.077954866,-0.4722091,-0.4174671,0.075777076,-0.6342081,-0.36201674,0.010603633,-0.77342266,-0.33554804,-0.6853519,-0.4727429,-0.20960224,-0.26830596,-0.70643246,-0.15008192,0.12040978,-0.8341996,-0.12715691,0.4228973,-0.8972118,-0.07432799,-0.7653548,-0.43232042,0.02795224,-0.27783468,-0.66626835,0.014944958,0.13502175,-0.73369366,-0.013604361,0.4113706,-0.75591874,0.15639779,-0.71935576,-0.40359333,0.23294692,-0.19529366,-0.60453695,0.16458216,0.1503966,-0.5955799,0.08886619,0.35398957,-0.5614107,0.3401249,-0.59366155,-0.39619833,0.40352166,-0.22274923,-0.5296137,0.330611,0.021223955,-0.52348256,0.23926629,0.13825613,-0.49660203,N
0.0,0.0,0.0,-0.19554447,-0.00143381,-0.23205356,-0.3821051,0.004761214,-0.42165747,-0.46086073,0.055586617,-0.5779961,-0.45067933,0.1102385,-0.71739376,-0.4037249,-0.6466096,-0.4325076,-0.42026174,-0.27685562,-0.6771669,-0.37027085,0.09383075,-0.806089,-0.32852748,0.37369475,-0.8674226,-0.16129392,-0.7064192,-0.42169887,-0.18274339,-0.2484016,-0.68144256,-0.16883422,0.15601772,-0.7514612,-0.15906438,0.4035108,-0.766068,0.06419445,-0.64398086,-0.42658967,0.04632206,-0.16735218,-0.6389857,-0.009523174,0.14060563,-0.63423157,-0.06651873,0.29556528,-0.6006642,0.2443328,-0.5104305,-0.45047805,0.24929892,-0.15867858,-0.587726,0.18923706,0.04653392,-0.58473414,0.12527585,0.11506387,-0.5606074,N
0.0,0.0,0.0,-0.24502139,-0.004608183,-0.14439853,-0.44641986,0.033416834,-0.25938445,-0.56701,0.18305726,-0.35796908,-0.6130885,0.30136743,-0.44940236,-0.5071163,-0.48151395,-0.28241172,-0.53525645,0.083377056,-0.43460527,-0.47434017,0.4613862,-0.507082,-0.43687153,0.7264493,-0.5304853,-0.255681,-0.49419624,-0.2918879,-0.31987536,0.1924538,-0.4564003,-0.30294067,0.56095564,-0.49147382,-0.30047044,0.7880668,-0.47998866,-0.012867744,-0.39590353,-0.30793884,-0.079551995,0.23873813,-0.4375266,-0.10233227,0.3791132,-0.40844414,-0.13727212,0.39563906,-0.35558715,0.18072087,-0.24027628,-0.335959,0.1315505,0.19480437,-0.4078876,0.08551239,0.30723414,-0.36072955,0.03218906,0.3094831,-0.29924488,N
0.0,0.0,0.0,-0.262224,0.035237007,-0.055198014,-0.43871757,0.07517194,-0.17113176,-0.540604,0.18870442,-0.28048217,-0.6010248,0.31929675,-0.39407048,-0.5641644,-0.30167085,-0.32200646,-0.670469,0.13733067,-0.43998003,-0.65112627,0.4219686,-0.4699547,-0.6190087,0.6186399,-0.4838521,-0.39952064,-0.32419074,-0.3688495,-0.52106625,0.1966989,-0.5053292,-0.49168885,0.49665293,-0.5003846,-0.4678994,0.6923292,-0.48508468,-0.21500711,-0.23796901,-0.40476817,-0.28891358,0.24704398,-0.4897453,-0.22442378,0.26175332,-0.40862173,-0.1785997,0.17742911,-0.35270718,-0.05636836,-0.10205303,-0.44415483,-0.12184795,0.26500264,-0.5077953,-0.09868434,0.27705503,-0.45255122,-0.0906951,0.16833985,-0.40387136,N
0.0,0.0,0.0,-0.29180533,0.00036738114,-0.10749904,-0.5010313,0.035466243,-0.2103661,-0.6354077,0.19781598,-0.30046707,-0.7142001,0.3578637,-0.39233428,-0.5285454,-0.42052224,-0.2724211,-0.57774,0.11069997,-0.41088015,-0.54872125,0.44912627,-0.48282793,-0.52438533,0.6778049,-0.5153646,-0.3050267,-0.41648313,-0.2931378,-0.3939794,0.18571487,-0.43682116,-0.3801943,0.51382965,-0.46615186,-0.36393815,0.72131926,-0.46537623,-0.090603955,-0.31366822,-0.31543925,-0.16169634,0.24021424,-0.41824448,-0.1843217,0.3506677,-0.38224542,-0.20294558,0.34869006,-0.3413317,0.07995143,-0.16452184,-0.34665892,0.016447505,0.22619705,-0.40242293,-0.016026238,0.29830128,-0.3549938,-0.044986736,0.25944614,-0.3062454,N
0.0,0.0,0.0,-0.2497912,0.019095255,-0.15680821,-0.42553934,0.064373136,-0.29172036,-0.5019428,0.202693,-0.4049413,-0.5038704,0.32841796,-0.51491916,-0.4300778,-0.37092546,-0.3616318,-0.45889685,0.15121496,-0.5303199,-0.40460652,0.47494125,-0.6018646,-0.3739568,0.68229896,-0.6281915,-0.20400281,-0.36014497,-0.36879268,-0.26351726,0.23325458,-0.5496618,-0.26537466,0.5525694,-0.5801063,-0.27212563,0.7434045,-0.57587963,0.0039458084,-0.25808764,-0.38157794,-0.06999424,0.30852255,-0.5231276,-0.11978642,0.45463273,-0.49625605,-0.16065948,0.48758766,-0.45320597,0.15972161,-0.11055762,-0.4068172,0.09322904,0.26868346,-0.48744503,0.030693905,0.35896683,-0.45569763,-0.025904845,0.35625884,-0.41489476,N
0.0,0.0,0.0,-0.19136056,0.027168823,-0.17317124,-0.3474276,0.07820818,-0.31793702,-0.41686088,0.18266433,-0.43656534,-0.41657555,0.25245878,-0.54464704,-0.3875911,-0.34904248,-0.3793615,-0.38405856,0.15295385,-0.5610716,-0.3226293,0.47948486,-0.63621175,-0.28627765,0.69179505,-0.6629214,-0.1739543,-0.3688754,-0.3776866,-0.18825601,0.25416344,-0.5795918,-0.18545403,0.57225335,-0.60882515,-0.19233873,0.7529038,-0.5954939,0.03205926,-0.2887525,-0.38318422,-0.00012930248,0.2815385,-0.53700894,-0.0537407,0.3990322,-0.49400306,-0.11262893,0.40283868,-0.43559897,0.18770713,-0.16081889,-0.4034169,0.16395728,0.23319703,-0.50036126,0.11448054,0.31035507,-0.46761882,0.055445123,0.27769563,-0.4196451,N
