frame_idx,h1_l0x,h1_l0y,h1_l0z,h1_l1x,h1_l1y,h1_l1z,h1_l2x,h1_l2y,h1_l2z,h1_l3x,h1_l3y,h1_l3z,h1_l4x,h1_l4y,h1_l4z,h1_l5x,h1_l5y,h1_l5z,h1_l6x,h1_l6y,h1_l6z,h1_l7x,h1_l7y,h1_l7z,h1_l8x,h1_l8y,h1_l8z,h1_l9x,h1_l9y,h1_l9z,h1_l10x,h1_l10y,h1_l10z,h1_l11x,h1_l11y,h1_l11z,h1_l12x,h1_l12y,h1_l12z,h1_l13x,h1_l13y,h1_l13z,h1_l14x,h1_l14y,h1_l14z,h1_l15x,h1_l15y,h1_l15z,h1_l16x,h1_l16y,h1_l16z,h1_l17x,h1_l17y,h1_l17z,h1_l18x,h1_l18y,h1_l18z,h1_l19x,h1_l19y,h1_l19z,h1_l20x,h1_l20y,h1_l20z,h2_l0x,h2_l0y,h2_l0z,h2_l1x,h2_l1y,h2_l1z,h2_l2x,h2_l2y,h2_l2z,h2_l3x,h2_l3y,h2_l3z,h2_l4x,h2_l4y,h2_l4z,h2_l5x,h2_l5y,h2_l5z,h2_l6x,h2_l6y,h2_l6z,h2_l7x,h2_l7y,h2_l7z,h2_l8x,h2_l8y,h2_l8z,h2_l9x,h2_l9y,h2_l9z,h2_l10x,h2_l10y,h2_l10z,h2_l11x,h2_l11y,h2_l11z,h2_l12x,h2_l12y,h2_l12z,h2_l13x,h2_l13y,h2_l13z,h2_l14x,h2_l14y,h2_l14z,h2_l15x,h2_l15y,h2_l15z,h2_l16x,h2_l16y,h2_l16z,h2_l17x,h2_l17y,h2_l17z,h2_l18x,h2_l18y,h2_l18z,h2_l19x,h2_l19y,h2_l19z,h2_l20x,h2_l20y,h2_l20z,face_k0x,face_k0y,face_k1x,face_k1y,face_k2x,face_k2y,face_k3x,face_k3y,face_k4x,face_k4y,face_k5x,face_k5y
0,0.4310586,0.65518546,-2.0886117e-07,0.37181503,0.6391821,-0.024744755,0.3133699,0.5988379,-0.045740332,0.2650586,0.5808307,-0.067381494,0.22747752,0.57577056,-0.08976467,0.3597345,0.46073177,-0.034556977,0.33767405,0.37433326,-0.06652269,0.32776588,0.31596857,-0.08638823,0.32087296,0.26336098,-0.10052567,0.40366903,0.4428184,-0.03973501,0.3585711,0.4511374,-0.08722503,0.3555186,0.53704715,-0.09422267,0.36798024,0.58175397,-0.088162296,0.44411647,0.45321324,-0.04846369,0.39828473,0.48869988,-0.09082807,0.39602554,0.5593293,-0.07996293,0.40800932,0.58482295,-0.061765365,0.4820867,0.4772235,-0.059582993,0.44104284,0.4976677,-0.08142762,0.43188787,0.5469618,-0.069463566,0.43914106,0.56331444,-0.05440895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340753,0.28178298,0.42254326,0.2749964,0.3495422,0.3344561,0.36703792,0.40709025,0.34957257,0.32955027,0.537825,0.32004035
1,0.4367572,0.6573173,-2.333505e-07,0.37312263,0.6413902,-0.021004757,0.31151772,0.60026765,-0.03932684,0.26172584,0.58217925,-0.05901991,0.22297116,0.5779162,-0.07969087,0.35611278,0.46592104,-0.030419467,0.33434662,0.37728542,-0.05963067,0.32425246,0.31794712,-0.077771924,0.316047,0.26564574,-0.09101635,0.3998249,0.44578236,-0.03678658,0.3537572,0.45574945,-0.08127826,0.35130516,0.53846675,-0.08795417,0.36346802,0.5814952,-0.08246841,0.44032758,0.45365384,-0.04618924,0.39358434,0.49066877,-0.08516593,0.3929069,0.55981195,-0.07398427,0.40519223,0.58584386,-0.0566616,0.47762844,0.47590166,-0.057878435,0.4357918,0.49890384,-0.07806304,0.42747313,0.548195,-0.0659456,0.43497565,0.56609327,-0.051124055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34189397,0.28423744,0.4232723,0.2757576,0.352319,0.3392799,0.36985728,0.41090494,0.34912464,0.32932252,0.5363377,0.31608778
2,0.4302131,0.65800524,-2.1536208e-07,0.36314026,0.64506215,-0.019047018,0.30229646,0.6036312,-0.036083918,0.25625768,0.58352387,-0.05523162,0.2184264,0.57624924,-0.07551252,0.34741455,0.4659666,-0.024971314,0.3262405,0.3801963,-0.052772686,0.31592324,0.32148284,-0.070014566,0.3066857,0.27094907,-0.08281179,0.39161304,0.44822136,-0.0328858,0.34263164,0.45759094,-0.0757092,0.3427363,0.54122835,-0.081663325,0.35690865,0.5792894,-0.07622741,0.43170598,0.45708728,-0.044006072,0.3833794,0.4896974,-0.08261957,0.38237226,0.55995107,-0.069719486,0.39383805,0.5839839,-0.051618706,0.4679482,0.4806068,-0.05735218,0.4261409,0.50142527,-0.07790895,0.417192,0.55049735,-0.06496551,0.4239585,0.5673047,-0.049654517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33906433,0.26265,0.42085373,0.2627387,0.3435797,0.3128116,0.35926878,0.38866872,0.34909952,0.31245786,0.5389778,0.318134
3,0.4185626,0.6599291,-2.3254928e-07,0.35844973,0.6461697,-0.020132728,0.29906,0.6062457,-0.03920959,0.25269234,0.58591664,-0.060020797,0.21524826,0.5768545,-0.08171037,0.3453082,0.46529207,-0.028040042,0.32443509,0.38015422,-0.057177544,0.31345555,0.3219702,-0.07528751,0.3033703,0.27260292,-0.08851188,0.38857558,0.4475102,-0.03558437,0.33896562,0.4589594,-0.0799822,0.33713278,0.5454331,-0.08580524,0.35032955,0.585481,-0.07973637,0.42794582,0.4575132,-0.04635145,0.37931195,0.49369457,-0.08686442,0.37724248,0.56478924,-0.07410928,0.38850057,0.58688885,-0.055588916,0.46435487,0.48135105,-0.0591859,0.42243057,0.50378233,-0.080369696,0.41386452,0.55352354,-0.0668058,0.42144382,0.56844324,-0.05094935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34097666,0.27503228,0.41741982,0.2688033,0.347183,0.32202607,0.36472198,0.39279705,0.35211965,0.32137996,0.53144455,0.31325376
4,0.40935856,0.6640297,-2.3489622e-07,0.34826866,0.6475158,-0.020230098,0.29119894,0.6062918,-0.03934982,0.24621117,0.58710605,-0.060374245,0.2079765,0.57912904,-0.082826905,0.33722854,0.46806806,-0.030313706,0.31413457,0.38356066,-0.060265947,0.3032776,0.32588643,-0.0800394,0.29383123,0.27484733,-0.09458928,0.3797991,0.4507129,-0.03817072,0.3283249,0.46364057,-0.083563425,0.32508004,0.54716605,-0.09212025,0.33706397,0.5890392,-0.088319115,0.4182673,0.4611816,-0.048922736,0.3680726,0.4952199,-0.0902678,0.36664602,0.5650073,-0.07895616,0.37851396,0.5926855,-0.061159573,0.45350778,0.485314,-0.061777044,0.41097555,0.5029714,-0.084912434,0.40284535,0.5515426,-0.07239191,0.41073778,0.5716809,-0.05665002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34780607,0.27375168,0.42852727,0.2728142,0.35996172,0.32184315,0.3724879,0.3896922,0.34680495,0.31663448,0.529889,0.3194695
5,0.3921682,0.66461957,-2.395115e-07,0.33682778,0.644223,-0.019112429,0.28415328,0.60318553,-0.03844946,0.24016267,0.58583647,-0.059688814,0.20124525,0.58266664,-0.08259861,0.3307524,0.466182,-0.029744051,0.3089412,0.38040107,-0.056772772,0.2973262,0.3232179,-0.074823424,0.28684598,0.27390248,-0.08856231,0.37313157,0.45058724,-0.03799179,0.31923535,0.46426257,-0.07984834,0.31424096,0.5431187,-0.08838268,0.32380098,0.58671,-0.08579993,0.41099882,0.46260732,-0.04864673,0.35657117,0.49551466,-0.08587613,0.35433513,0.5627492,-0.07572926,0.36360937,0.5944853,-0.06029022,0.44609368,0.48806292,-0.061457016,0.3995066,0.5052591,-0.08240829,0.3898849,0.5537456,-0.07069324,0.39543378,0.5782527,-0.056314144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33689418,0.2772314,0.42088285,0.27166295,0.3509086,0.32968563,0.36613432,0.40007025,0.3373655,0.32129413,0.52823675,0.31383175
6,0.36352116,0.6669689,-1.7665589e-07,0.30668142,0.6432896,-0.01691163,0.2555145,0.6006089,-0.035987113,0.21467203,0.584658,-0.057352457,0.17760989,0.58229727,-0.08057611,0.30807963,0.46405822,-0.028902395,0.2881352,0.37645128,-0.052592427,0.2756191,0.32060862,-0.068997435,0.26603404,0.27286035,-0.082447305,0.35125452,0.4492849,-0.037352808,0.30148566,0.46600774,-0.07374643,0.30025232,0.53903687,-0.0811769,0.31557122,0.5735409,-0.07989982,0.38854912,0.4617159,-0.047738787,0.33600152,0.49694124,-0.07755586,0.3356975,0.55840784,-0.06660151,0.34909916,0.5813389,-0.053818416,0.42206705,0.4872666,-0.060551226,0.37516287,0.5069257,-0.07687864,0.36769804,0.55275595,-0.0644481,0.37725097,0.5732744,-0.051143203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33970922,0.27740228,0.4233251,0.26789075,0.35591707,0.32695335,0.37261522,0.39681393,0.34072837,0.32295412,0.5302925,0.3066197
7,0.35152864,0.67065984,-2.152804e-07,0.28768924,0.6471877,-0.016196804,0.23182854,0.60395217,-0.034957275,0.18884201,0.59153175,-0.05623123,0.15194303,0.59238,-0.07966064,0.29165468,0.46821123,-0.029987782,0.27002317,0.38084334,-0.054992236,0.2570888,0.3211289,-0.07289531,0.246492,0.2707347,-0.08788451,0.33599502,0.45084926,-0.039514247,0.28025275,0.47542006,-0.076600246,0.27917305,0.5509174,-0.083662376,0.29525563,0.5848366,-0.08271373,0.37419418,0.4632355,-0.05100502,0.31720033,0.5039141,-0.0801593,0.31716478,0.5664322,-0.067536704,0.3307905,0.58747345,-0.054752275,0.40759856,0.4896074,-0.06522423,0.35949677,0.5166138,-0.08165282,0.35268515,0.5630463,-0.06882536,0.36329356,0.58030444,-0.055830233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33901152,0.2722543,0.42130852,0.2659167,0.35181162,0.3185506,0.36790237,0.39076895,0.34275433,0.32279438,0.5297217,0.3140337
8,0.34102398,0.6828128,-2.53869e-07,0.27512607,0.66183364,-0.020533849,0.21631676,0.62001663,-0.041215036,0.16926074,0.6042266,-0.063842505,0.13166334,0.6038944,-0.088410445,0.27047068,0.47865415,-0.034336515,0.24492359,0.38916054,-0.06397008,0.22967139,0.32782564,-0.08491896,0.21719012,0.27687252,-0.101170495,0.31441414,0.46014673,-0.042098086,0.25800514,0.4835759,-0.08577622,0.25857565,0.5652367,-0.09539998,0.27308965,0.6070033,-0.09362309,0.35441634,0.47207186,-0.052245602,0.2968547,0.5164115,-0.087948725,0.29904243,0.5853167,-0.07742941,0.31313893,0.61273694,-0.06284059,0.39135224,0.4991245,-0.06521216,0.34347573,0.5266031,-0.08511261,0.3355804,0.57608944,-0.073282346,0.34420058,0.59681964,-0.059228018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34302443,0.2731914,0.42668962,0.27028495,0.35718873,0.3198138,0.37067157,0.3909424,0.34151766,0.32159537,0.53002554,0.32036597
9,0.3353207,0.6875307,-2.9737296e-07,0.27478036,0.66629976,-0.020445844,0.21639451,0.6241864,-0.040764198,0.1682994,0.6073029,-0.06285882,0.12874095,0.6042991,-0.08629859,0.27121764,0.47908494,-0.031378884,0.24528766,0.3894047,-0.060884204,0.22966833,0.3279947,-0.07982264,0.2151907,0.27602237,-0.09434382,0.31453612,0.46114835,-0.03962304,0.2574339,0.48061135,-0.085054405,0.2577413,0.5686922,-0.09240151,0.27249426,0.611929,-0.08763009,0.35373622,0.4727683,-0.05073028,0.29636905,0.51639116,-0.08947719,0.29894352,0.58899784,-0.077442616,0.31334493,0.61238927,-0.06057483,0.3898088,0.49910584,-0.06432756,0.3405258,0.52774954,-0.08470319,0.33445477,0.5799995,-0.071763486,0.3453035,0.59602726,-0.05674864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34302443,0.2731914,0.42668962,0.27028495,0.35718873,0.3198138,0.37067157,0.3909424,0.34151766,0.32159537,0.53002554,0.32036597
